"","date","party","state","text"
"1930",1996-06-27,"R","WI","at least until these not so gay 90s. a gay disease. budding little bisexuals. hatefilled gay bashing is so false as to be comical. as a heavy presence of transvestites and other transgendered men attended. several pairs of lesbians attended as well. one of the lesbians lifted her bra and exposed her breasts. he used the adjective ""gay"" as a noun in place of the neutral. or bisexuality. not happy or gay. at least until these notsogaynineties. the aids lobby rates the votes of members on bizarre issues like acceptance of this phoney spinoff ""bisexuality."" or total acceptance of homosexuality in every facet of american life from adopting to scouting to big brothers. to lesbian. or bisexual orientation. lesbian or bisex- the timeframe of just one cherry jubilee ual orientation. of little bisexuals or cross dressers or pedophiles course it is our moral heritage that one just waiting for puberty to reveal their true sex- should not hate any human being or class of ual desires. hatefilled gaybashing is so false as to be comical."" unquote. his latest attempt to smear the homosexual community."" of course he used the adjective ""gay"" as a noun. homosexuality is not this adjective ""gay."" at least in this chamber."
"1931",1996-07-12,"R","WI","a gay rights group. the great majority of those who travel to hawaii tomarry will return to their homes in the rest of the country expecting full recognition of their unions."" it is important to remember that this gay activist scheme may not only affect every other state but the federal government as well. gay rights groups are scheming to manipulate the full faith and credit clause to achieve through the judicial system what they cannot obtain through the democratic process. i think congress should decide whether the domestic spouses of gays and lesbians should get social security survivor benefits. tho i am a gay man in a 13year relationship. i have suggested to my gay and lesbian friends that we should not resort to some semantic debate about the word ""marriage."" as this issue evolved. tho i am a gay man. politicalwedge issue at the expense of the gay and lesbian community in this country. may i suggest that no gay man is after your wives. and no lesbian is after your husbands. there is not a single state in the union today where gay and lesbian marriages are legal. and insensitivity directed to those who happen to be gay or lesbian. to participate in a blatant attempt to score political points at the expense of those in our society who might be gay or lesbian. lesbians have no interest in making anyone their husband and gay men have no interest in pursuing anyones wife. as a gay man. but we would also send the signal of our sensitivity and respect to those who happen to be gay or lesbian. and we ought to have an open debate on the issue of whether federal benefits should be expanded to couples who get involved in gay marriages."
"1932",1997-09-29,"D","WI","my friend gaylord nelson."
"1933",1998-03-11,"D","WI","william proxmire and gaylord nelson as a member of this body."
"1934",1998-04-22,"D","WI","i rise today to introduce ""the gaylord nelson apostle islands stewardship act of 1998."" i am very pleased that my senior colleague from wisconsin joins me as -an original author of the bill. gaylord nelson."
"1935",1998-10-09,"D","WI","gaylord nelson apostle islands stewardship act of 1988. i look forward to senate energy committee consideration of the gaylord nelson apostle islands stewardship act of 1988."
"1936",1999-01-19,"D","WI","i rise today to introduce ""the gaylord nelson apostle islands stewardship act of 1999."" i am pleased to have the senior senator from wisconsin join me as an original cosponsor of this legislation."
"1937",1999-08-03,"D","WI","as i have been inspired by my predecessor in the united states senate gaylord nelson."
"1938",1999-09-08,"D","WI","john muir and former senator gaylord nelson."
"1939",1999-10-04,"R","WI","gay."
"1940",1999-10-13,"D","WI","the africanamerican family that has a cross burned on their lawn remembers that threat far after the scorch marks on the grass have been washed away: the gay teenager who is beaten by classmates may never feel safe in school again. or a rash of gay bashings. was brutally murdered because he was gay. a number of my volunteers were gay or lesbian and they were in shock."
"1941",2000-05-10,"D","WI","from former democratic senator gaylord nelson."
"1942",2000-05-11,"D","WI","protecting the beauty of wisconsin and the nation is what prompted former wisconsin senator gaylord nelson to come up with the concept of earth day 30 years ago."
